Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_skills
122,Electronic Music Production,Berklee College of Music,SPECIALIZATION,4.8,Intermediate,110k,"Music Theory, Sound Design, Audio Mixing, Audio Editing, Digital Audio Workstation Proficiency, MIDI Composition, Electronic Music Composition, Sound Synthesis, Audio Mastering, Beat Making, Sampling, Sequencing, Music Production Software Skills, Understanding of Electronic Music Genres, Audio Recording, Creative Thinking, Time Management, Patience, Attention to Detail"
733,Emerging Technologies: From Smartphones to IoT to Big Data,Yonsei University,SPECIALIZATION,4.6,Beginner,17k,"Understanding of Smartphone Technology, Familiarity with Internet of Things (IoT), Big Data Analysis, Technological Adaptability, Knowledge of Emerging Technologies, Data Management, Analytical Skills, Problem-Solving Skills, Critical Thinking, Understanding of Data Privacy and Security"
267,"Energy Production, Distribution & Safety",University at Buffalo,SPECIALIZATION,4.7,Beginner,37k,"Understanding of energy production methods, Knowledge of energy distribution systems, Safety protocols in energy production, Problem-solving skills, Critical thinking, Basic physics understanding, Knowledge of renewable and non-renewable energy sources, Risk assessment capabilities, Understanding of energy infrastructure, Emergency response planning, Technical skills in energy equipment operation, Environmental awareness, Regulatory compliance knowledge"
461,Engineering Health: Introduction to Yoga and Physiology,New York University,COURSE,4.8,Beginner,14k,"Understanding of basic physiology, Flexibility, Balance, Stress management, Physical endurance, Knowledge of yoga poses and techniques, Mind-body awareness, Breathing techniques, Concentration, Physical strength"
560,Engineering Project Management: Initiating and Planning,Rice University,COURSE,4.7,Beginner,23k,"Project Management, Engineering Principles, Planning, Organizational Skills, Time Management, Critical Thinking, Decision Making, Risk Assessment, Communication Skills, Teamwork, Leadership, Problem Solving, Budgeting, Resource Allocation, Strategic Planning"
613,English Composition I,Duke University,COURSE,4.6,Beginner,200k,"Grammar, Writing Skills, Reading Comprehension, Critical Thinking, Research Skills, Vocabulary, Sentence Structure, Essay Writing, Proofreading, Creativity, Time Management, Argumentation Skills, Knowledge of Literary Devices, Punctuation, Spelling, Idea Organization, Thesis Development, Communication Skills"
225,English for Business and Entrepreneurship,University of Pennsylvania,COURSE,4.8,Beginner,230k,"English language proficiency, Business communication, Entrepreneurial thinking, Business vocabulary, Business writing, Presentation skills, Interpersonal skills, Listening skills, Reading comprehension, Negotiation skills, Problem-solving, Critical thinking, Cultural awareness"
175,English for Career Development,University of Pennsylvania,COURSE,4.8,Mixed,760k,"English language proficiency, Business communication, Professional writing, Presentation skills, Interviewing skills, Vocabulary building, Grammar proficiency, Listening comprehension, Reading comprehension, Networking skills, Cultural understanding, Time management, Career planning"
303,English for Journalism,University of Pennsylvania,COURSE,4.8,Mixed,130k,"English language proficiency, Writing skills, Reporting skills, Research skills, Interviewing skills, Understanding of journalistic ethics, Critical thinking, Communication skills, Understanding of news values, Editing skills"
547,English for Research Publication Purposes,Moscow Institute of Physics and Technology,SPECIALIZATION,4.6,Intermediate,42k,"English language proficiency, Research skills, Writing skills, Proofreading, Academic writing, Publication skills, Knowledge of publication process, Critical thinking, Editing skills, Communication skills, Time management, Attention to detail"
598,"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,COURSE,4.8,Beginner,110k,"English language skills, Scientific terminology understanding, Technical English comprehension, Engineering vocabulary, Mathematics vocabulary, Reading comprehension, Writing skills, Listening skills, Speaking skills, Communication skills in STEM fields, Technical report writing, Presentation skills in English, Cross-disciplinary communication skills"
770,Enterprise Architecture,Peter the Great St. Petersburg Polytechnic University,COURSE,4.4,Beginner,2.4k,"Strategic Planning, Business Analysis, IT Infrastructure Knowledge, Project Management, Understanding of Business Processes, Systems Thinking, Communication Skills, Leadership, Knowledge of IT Standards and Frameworks, Decision Making, Problem-Solving, Change Management, Stakeholder Management"
292,Entrepreneurial Finance: Strategy and Innovation,Duke University,SPECIALIZATION,4.5,Intermediate,7.9k,"Financial Analysis, Strategic Planning, Innovation Development, Entrepreneurial Skills, Risk Assessment, Financial Planning, Business Strategy, Decision Making, Market Analysis, Investment Strategies, Business Innovation, Financial Management"
33,Entrepreneurship,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,110k,"Business Planning, Strategic Thinking, Decision Making, Leadership, Financial Management, Marketing, Problem Solving, Risk Management, Networking, Creativity, Innovation, Time Management, Negotiation, Resource Management, Communication Skills"
246,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,COURSE,4.8,Mixed,86k,"Opportunity Identification, Business Analysis, Critical Thinking, Creativity, Market Research, Business Planning, Entrepreneurial Skills, Risk Assessment, Decision Making, Problem Solving, Strategic Planning, Leadership Skills"
496,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,COURSE,4.8,Mixed,38k,"Business Planning, Strategic Planning, Leadership, Decision Making, Risk Management, Financial Planning, Marketing Strategy, Project Management, Business Strategy, Innovation Management, Networking, Negotiation, Problem-Solving, Resource Management, Teamwork, Critical Thinking, Communication Skills, Time Management"
704,Entrepreneurship 3: Growth Strategies,University of Pennsylvania,COURSE,4.7,Beginner,31k,"Business Planning, Strategic Planning, Leadership, Decision Making, Market Analysis, Business Development, Financial Forecasting, Risk Management, Entrepreneurial Mindset, Growth Management, Scaling Business Operations, Competitive Analysis"
623,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,COURSE,4.8,Beginner,20k,"Business Strategy, Entrepreneurial Skills, Ideation Techniques, Business Planning, Financial Management, Risk Management, Market Analysis, Business Development, Leadership, Decision Making, Negotiation, Critical Thinking, Problem Solving, Strategic Planning, Exit Strategy Planning"
502,Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",SPECIALIZATION,4.6,Beginner,69k,"Business planning, Creativity, Innovation, Strategic Thinking, Market Research, Financial Planning, Leadership, Risk Management, Business Strategy Development, Project Management, Networking, Decision Making, Problem Solving, Resource Management, Communication Skills"
527,Epidemics - the Dynamics of Infectious Diseases,The Pennsylvania State University,COURSE,4.8,Mixed,45k,"Epidemiology, Understanding of Infectious Diseases, Data Analysis, Research Skills, Biological Sciences, Statistical Analysis, Critical Thinking, Problem-Solving, Knowledge of Public Health Policies, Scientific Literacy"
570,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,COURSE,4.7,Mixed,23k,"Epidemiology, Understanding of Public Health, Research Skills, Analytical Skills, Knowledge of Infectious Diseases, Critical Thinking, Data Interpretation, Scientific Literacy, Communication Skills, Problem-Solving Skills, Understanding of Health Policies and Regulations"
426,Epidemiology for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,6.4k,"Understanding of Public Health Concepts, Basic Statistics, Research Methods, Disease Prevention Knowledge, Data Analysis, Critical Thinking, Problem-Solving, Communication Skills, Understanding of Epidemiological Methods, Knowledge of Disease Transmission, Health Policy Understanding, Ethical Decision Making"
60,Epidemiology in Public Health Practice,Johns Hopkins University,SPECIALIZATION,4.7,Beginner,31k,"Public health knowledge, Epidemiology, Data analysis, Research methods, Disease prevention strategies, Statistical analysis, Health policy understanding, Critical thinking, Communication skills, Problem-solving, Ethical decision-making"
351,Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,COURSE,4.6,Mixed,130k,"Research Skills, Analytical Thinking, Understanding of Basic Science, Public Health Knowledge, Epidemiology Knowledge, Data Interpretation, Statistical Analysis, Disease Prevention Strategies, Health Policy Understanding, Critical Thinking, Problem Solving, Communication Skills"
708,Epigenetic Control of Gene Expression,The University of Melbourne,COURSE,4.8,Mixed,35k,"Understanding of Genetics, Knowledge of Gene Expression, Familiarity with Epigenetics, Laboratory Skills, Research Skills, Analytical Skills, Understanding of Molecular Biology, Data Interpretation Skills, Critical Thinking, Scientific Writing Skills"
444,Equine Welfare and Management,"University of California, Davis",COURSE,4.8,Beginner,7.2k,"Animal Care, Horse Behavior Understanding, Equine Health Knowledge, Stable Management, Animal Nutrition, Equine Law Understanding, Horse Handling Skills, Basic Veterinary Knowledge, Animal Welfare Legislation, Ethical Decision Making, Communication Skills, Physical Fitness"
693,Esports,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,1.8k,"Teamwork, Strategic Thinking, Hand-eye Coordination, Decision-making, Competitive Gaming Skills, Communication, Problem-solving, Leadership, Time Management, Stress Management, Game-specific Knowledge, Sportsmanship, Understanding of Esports Culture and Trends"
454,Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,COURSE,4.7,Beginner,14k,"Data Analysis, Research Skills, Critical Thinking, Statistical Analysis, Disease Prevention Knowledge, Public Health Policy Understanding, Communication Skills, Problem-Solving, Data Interpretation, Epidemiologic Methods, Health Data Collection"
446,Essential Google Cloud Infrastructure: Core Services,Google Cloud,COURSE,4.7,Intermediate,68k,"Cloud Computing, Understanding of Google Cloud Platform, Infrastructure Management, Knowledge of Core Services, Network Management, Storage Management, Data Processing, Security Management, System Operations, Troubleshooting, Resource Management"
347,Essential Google Cloud Infrastructure: Foundation,Google Cloud,COURSE,4.7,Intermediate,83k,"Cloud Computing, Understanding of Google Cloud Platform, Infrastructure Management, Network Configuration, Data Storage Management, Security Management, System Operations, Troubleshooting, Virtual Machine Management, Basic Programming Skills, Knowledge of Distributed Systems, Understanding of Scalability and Elasticity"
